PAX2	Activation	AR
PIAS1	Activation	AR
SMAD1	Inhibition	AR
ELF5	Inhibition	AR
FOXO1	Inhibition	AR
CEBPA	Inhibition	AR
FOXH1	Inhibition	AR
TWIST1	Activation	AR
MLXIPL	Activation	AR
ZEB1	Activation	AR
POU3F3	Activation	AR
FOXM1	Activation	AR
CREB3L4	Activation	AR
NR1I2	Inhibition	AR
YY1	Activation	AR
RUNX1	Activation	AR
T	Activation	AR
ZBTB16	Inhibition	AR
NCOR2	Inhibition	AR
ARID5A	Inhibition	AR
ZMIZ1	Activation	AR
HMGB2	Activation	AR
FOS	Inhibition	AR
NKX3-1	Inhibition	AR
MYB	Activation	AR
RBAK	Activation	AR
SRY	Inhibition	AR
EGR1	Activation	AR
TCF7L1	Activation	AR
TCF7L2	Activation	AR
ETS1	Unspecified	AR
REL	Inhibition	AR
ATF3	Inhibition	AR
JUN	Inhibition	AR
CREB3	Inhibition	AR
SNAI2	Activation	AR
MEIS1	Inhibition	AR
NR0B1	Inhibition	AR
ZMIZ2	Activation	AR
NR2C1	Inhibition	AR
TGIF1	Inhibition	AR
KLF8	Activation	AR
HEY1	Inhibition	AR
ESR1	Unspecified	AR
GLI2	Activation	AR
TCF7	Activation	AR
MYC	Activation	AR
TRP53	Inhibition	AR
ZBTB7A	Inhibition	AR
GATA2	Activation	AR
KAT7	Inhibition	AR
STAT5A	Activation	AR
FOXD3	Unspecified	AR
PLAGL1	Activation	AR
YBX1	Unspecified	AR
SREBF1	Inhibition	AR
RUNX2	Activation	JUNB
RUNX2	Activation	JUND
RUNX2	Activation	ATF2
RUNX2	Activation	FOSL1
RUNX2	Activation	JUN
RUNX2	Activation	FOSL2
RUNX2	Activation	FOSB
RUNX2	Activation	FOS
RUNX1	Activation	JUNB
RUNX1	Activation	JUND
RUNX1	Activation	ATF2
RUNX1	Activation	FOSL1
RUNX1	Activation	JUN
RUNX1	Activation	FOSL2
RUNX1	Activation	FOSB
RUNX1	Activation	FOS
ZFP641	Activation	JUNB
ZFP641	Activation	JUND
ZFP641	Activation	ATF2
ZFP641	Activation	FOSL1
ZFP641	Activation	JUN
ZFP641	Activation	FOSL2
ZFP641	Activation	FOSB
ZFP641	Activation	FOS
KLF9	Activation	TFAP2A
ETS1	Activation	TFAP2A
HMGA1	Activation	TFAP2A
PITX2	Activation	TFAP2A
NR2F2	Activation	TFAP2A
ID1	Inhibition	TFAP2A
E2F1	Unspecified	TFAP2A
SUB1	Inhibition	TFAP2A
CEBPG	Activation	TFAP2A
KLF12	Inhibition	TFAP2A
RELA	Unspecified	TFAP2A
MYC	Inhibition	TFAP2A
POU5F1	Unspecified	TFAP2A
GRHL2	Activation	TFAP2A
TRP53	Activation	TFAP2A
BCL6	Inhibition	TFAP2A
AR	Unspecified	TFAP2B
TFAP2C	Unspecified	TFAP2B
SRF	Activation	TFAP2B
DBP	Unspecified	TFAP2B
GATA3	Unspecified	TFAP2B
FOXA1	Unspecified	TFAP2B
HNF1B	Activation	TFAP2B
SP1	Activation	TFAP2C
ESR1	Inhibition	TFAP2C
TRP63	Activation	TFAP2C
SOX2	Unspecified	TFAP2C
SP3	Activation	TFAP2C
TEAD4	Unspecified	TFAP2C
SMAD1	Unspecified	TFAP2C
TRP53	Activation	TFAP2C
NANOG	Unspecified	TFAP2C
POU5F1	Unspecified	TFAP2C
TFAP2C	Unspecified	TFAP2D
NR1H4	Unspecified	TFAP2E
TFAP2A	Activation	TFAP2E
SOX9	Activation	TFAP2E
FOXK2	Unspecified	TFAP4
POU5F1	Activation	TFAP4
MYCN	Activation	TFAP4
FOXK1	Unspecified	TFAP4
HMGB2	Activation	TFAP4
MAX	Unspecified	TFAP4
MYC	Activation	TFAP4
PBX1	Unspecified	ZFP410
CUX1	Unspecified	ZFP410
ASCL1	Unspecified	ZBTB7C
FOXO3	Unspecified	ZBTB7C
ESR1	Activation	ARID4A
ESR2	Unspecified	ARID4A
MYC	Unspecified	ARID4A
BHLHE22	Unspecified	ARID4A
CUX1	Unspecified	ARID4A
GABPA	Activation	ARID4B
ETS1	Unspecified	ARID4B
SALL4	Inhibition	ARID5B
ESR1	Inhibition	ARID5B
STAT6	Unspecified	ARID5B
SOX2	Activation	ARID5B
ESR2	Inhibition	ARID5B
MYBL2	Unspecified	ARID5B
POU5F1	Inhibition	ARID5B
KLF4	Unspecified	ARID5B
HAND2	Activation	PHOX2A
PHOX2B	Activation	PHOX2A
SP3	Unspecified	PHOX2A
SP4	Unspecified	PHOX2A
REL	Unspecified	ARNT
RELA	Unspecified	ARNT
NFKB2	Unspecified	ARNT
RELB	Unspecified	ARNT
NFKB1	Unspecified	ARNT
DBP	Activation	ARNT
MLXIPL	Inhibition	ARNT
STAT5B	Inhibition	ARNT
RORA	Activation	ARNT
RORC	Unspecified	ARNT
STAT5A	Inhibition	ARNT
NFYA	Activation	ARNT
SP1	Activation	ARNT
SP3	Activation	ARNT
MYOD1	Activation	ARNT
RELA	Activation	ARNT
NR1D2	Activation	ARNT
NR0B2	Inhibition	ARNT
TCF7L2	Unspecified	ARNT
E2F2	Inhibition	ARNT
NFYC	Activation	ARNT
NFYB	Activation	ARNT
AHR	Activation	ARNT
MLX	Inhibition	ARNT
NFIL3	Activation	ARNT
NANOG	Unspecified	ARNT
WT1	Unspecified	ARNT2
AR	Unspecified	ARNT2
FOXO1	Unspecified	ARNT2
GATA3	Inhibition	ARNT2
ARNT	Inhibition	ARNT2
ISL1	Activation	ARX
SMAD3	Activation	ARX
SMAD4	Activation	ARX
FOXA2	Inhibition	ARX
NKX2-2	Inhibition	ARX
SMAD2	Activation	ARX
DLX2	Activation	ARX
NKX6-1	Inhibition	ARX
LHX6	Activation	ARX
SMAD1	Activation	ARX
PPARD	Activation	ASCL3
TCF7L2	Unspecified	ASCL5
HNF4A	Activation	ASCL5
SP1	Activation	ASCL2
HES1	Inhibition	ASCL2
RBPJ	Activation	ASCL2
TCF7L2	Activation	ASCL2
POU5F1	Activation	ASCL2
MYC	Unspecified	ASCL2
OVOL1	Inhibition	ASCL2
SMAD1	Unspecified	ASCL2
SMAD5	Unspecified	ASCL2
TCF4	Activation	ASCL2
IRF8	Unspecified	ZFHX3
PRDM14	Inhibition	ZFHX3
ESR1	Activation	ZFHX3
DLX5	Unspecified	ZFHX3
FOXA2	Unspecified	ZFHX3
NANOG	Inhibition	ZFHX3
HNF4A	Unspecified	ZFHX3
POU5F1	Inhibition	ZFHX3
PIAS3	Inhibition	ATF1
YY1	Unspecified	ATF1
AR	Inhibition	ATF2
PPARA	Inhibition	ATF2
JUN	Activation	ATF2
IRF1	Activation	ATF2
FOXM1	Unspecified	ATF2
IRF3	Activation	ATF2
STAT3	Unspecified	ATF2
SP1	Activation	ATF2
NFIX	Activation	ATF2
HMGA1	Activation	ATF2
TFAP2A	Unspecified	ATF2
NFIA	Activation	ATF2
ESR1	Activation	ATF2
NFIB	Activation	ATF2
JDP2	Inhibition	ATF2
SMAD4	Activation	ATF2
E2F4	Unspecified	ATF2
NFIC	Activation	ATF2
ATF2	Activation	ATF2
POU2F1	Activation	ATF2
TWIST1	Activation	ATF2
LEF1	Unspecified	ATF2
ESR1	Activation	JUN
NANOG	Unspecified	ATF3
KLF4	Activation	ATF3
HSF1	Activation	ATF3
CREB3L3	Activation	ATF3
CREB3L1	Activation	ATF3
ATF2	Activation	ATF3
ATF3	Activation	ATF3
CREB3L4	Activation	ATF3
TRP53	Activation	ATF3
BATF2	Activation	ATF3
NFATC1	Inhibition	ATF3
JUNB	Activation	ATF3
E2F7	Activation	ATF3
SMAD3	Activation	ATF3
JUN	Activation	ATF3
ATF4	Activation	ATF3
E2F3	Activation	ATF3
ATF1	Activation	ATF3
MEF2D	Unspecified	ATF3
NFKB1	Activation	ATF3
WT1	Inhibition	ATF3
FOXO1	Unspecified	ATF3
MEF2C	Activation	ATF3
ATF6	Activation	ATF3
SRF	Unspecified	ATF3
CREB5	Activation	ATF3
NFE2L2	Activation	ATF3
CEBPA	Activation	ATF3
KLF6	Activation	ATF3
CREM	Activation	ATF3
IRF8	Unspecified	ATF3
BATF3	Activation	ATF3
JDP2	Inhibition	ATF3
MYC	Unspecified	ATF3
NKX3-1	Activation	ATF3
HSF4	Inhibition	ATF3
EGR1	Activation	ATF3
MEF2A	Unspecified	ATF3
BATF	Activation	ATF3
RELA	Activation	ATF3
ATF5	Activation	ATF3
ATF6B	Activation	ATF3
CREB3	Activation	ATF3
SALL4	Inhibition	ATF3
NR2C2	Activation	ATF3
CEBPB	Activation	ATF3
JDP2	Activation	ATF3
CREB3L2	Activation	ATF3
MTA1	Activation	ATF4
RELA	Unspecified	ATF4
DDIT3	Inhibition	ATF4
NFE2L1	Activation	ATF4
CLOCK	Activation	ATF4
E2F1	Unspecified	ATF4
CBFB	Activation	ATF4
SP1	Unspecified	ATF4
YY1	Unspecified	ATF4
TWIST1	Inhibition	ATF4
NFE2L2	Activation	ATF4
BATF	Unspecified	ATF4
FOXO1	Activation	ATF4
TBX21	Unspecified	ATF4
CEBPB	Inhibition	ATF4
CREBZF	Activation	ATF4
STAT1	Unspecified	ATF4
SMAD3	Unspecified	ATF4
MYC	Activation	ATF4
XBP1	Unspecified	ATF4
IRF7	Activation	ATF4
SATB2	Activation	ATF4
SPI1	Unspecified	ATF5
CREB3L2	Activation	ATF5
ATF4	Activation	ATF5
ARNTL	Inhibition	ATF5
MYC	Unspecified	ATF5
E2F1	Unspecified	ATF5
ZFP148	Unspecified	ATF5
DDIT3	Activation	ATF5
NKX3-1	Activation	ATF5
EBF1	Activation	ATF5
CLOCK	Inhibition	ATF5
NFYB	Activation	ATF6
NFYC	Activation	ATF6
NFYA	Activation	ATF6
XBP1	Activation	ATF6
RELB	Unspecified	ATF6
AR	Unspecified	ATF6
ESR1	Unspecified	ATF6
TRP63	Unspecified	ATF6
POU5F1	Unspecified	ATF6
CUX1	Unspecified	ATF6
RUNX2	Activation	ATF6
CREB3L3	Activation	ATF6
SOX2	Unspecified	ATF6
ESRRG	Activation	ATF6
SOX6	Unspecified	ATF6
FOXP2	Unspecified	ATF6
LEF1	Activation	ATF7
MYC	Unspecified	ATF7
STAT6	Unspecified	ATF7
MSX2	Activation	ATOH1
POU5F1	Unspecified	ATOH1
MSX1	Activation	ATOH1
HNF1A	Activation	ATOH1
HIC1	Inhibition	ATOH1
CDX2	Activation	ATOH1
KLF4	Activation	ATOH1
SIX1	Activation	ATOH1
SOX2	Activation	ATOH1
ZIC1	Inhibition	ATOH1
LEF1	Activation	ATOH1
TCF7	Activation	ATOH1
TCF7L2	Activation	ATOH1
PAX6	Unspecified	ATOH1
LEF1	Inhibition	ATOH1
HES1	Inhibition	ATOH1
TCF7L1	Activation	ATOH1
NEUROG2	Activation	ATOH7
PAX6	Activation	ATOH7
NEUROG2	Activation	ATOH8
SMAD5	Unspecified	ATOH8
FOXA2	Unspecified	ATOH8
NEUROG3	Activation	ATOH8
SMAD1	Unspecified	ATOH8
POU5F1	Activation	AW146154
ESR1	Activation	MYBL2
E2F3	Unspecified	MYBL2
SP1	Activation	MYBL2
TFDP1	Unspecified	MYBL2
EBF1	Activation	MYBL2
CEBPB	Unspecified	MYBL2
E2F5	Unspecified	MYBL2
SOX2	Unspecified	MYBL2
E2F4	Inhibition	MYBL2
E2F3	Activation	MYBL2
E2F1	Activation	MYBL2
FOXM1	Activation	MYBL2
NR0B1	Unspecified	MYBL2
ESRRB	Unspecified	MYBL2
E2F1	Unspecified	MYBL2
E2F2	Unspecified	MYBL2
TFAP2A	Unspecified	MYBL2
TRP53	Inhibition	MYBL2
MYCN	Activation	MYBL2
POU5F1	Activation	MYBL2
MYC	Unspecified	BACH1
MAFG	Unspecified	BACH1
SP1	Activation	BACH1
NFE2L2	Activation	BACH1
PAX5	Activation	BACH2
NRL	Unspecified	BACH2
STAT6	Activation	BACH2
BCL6	Activation	BACH2
STAT3	Unspecified	BACH2
AHR	Activation	BACH2
FOXP3	Unspecified	BACH2
TCF7L2	Unspecified	BACH2
NR3C1	Activation	ARID1B
NR3C1	Activation	SMARCC2
NR3C1	Activation	ARID1A
NR3C1	Activation	SMARCC1
NR3C1	Activation	SMARCE1
AR	Activation	SMARCC1
YY1	Unspecified	SMARCC1
TCF3	Activation	SMARCC1
SP1	Activation	SMARCC1
SP3	Activation	SMARCC1
SP3	Unspecified	SMARCC1
TRP53	Unspecified	SMARCC1
ETS2	Activation	SMARCC1
ETS1	Activation	SMARCC1
E4F1	Unspecified	PBRM1
TGIF1	Inhibition	PBRM1
POU5F1	Unspecified	PBRM1
ATOH1	Activation	ARID2
POU3F2	Unspecified	ARID2
SOX2	Unspecified	ARID2
HIC1	Activation	ARID1A
TFAP4	Unspecified	ARID1A
POU5F1	Unspecified	ARID1A
ARX	Unspecified	ARID1A
SOX2	Unspecified	ARID1A
STAT3	Inhibition	ARID1B
AHR	Unspecified	ARID1B
POU5F1	Inhibition	ARID1B
RELA	Activation	SMARCE1
SMARCC1	Activation	SMARCE1
ESR1	Activation	SMARCE1
ESRRA	Unspecified	SMARCE1
TCF15	Activation	NKX3-2
SOX9	Activation	NKX3-2
MEOX1	Activation	NKX3-2
PAX1	Activation	NKX3-2
PAX9	Activation	NKX3-2
THRB	Inhibition	BARHL1
ATOH1	Activation	BARHL1
ATOH1	Activation	BARHL2
HOXD13	Inhibition	BARX1
POU5F1	Unspecified	BARX1
SRF	Activation	BARX2
MYOD1	Unspecified	BARX2
MYOG	Unspecified	BARX2
VDR	Activation	BNC2
ESR1	Inhibition	BATF
STAT3	Activation	BATF
BCL6	Inhibition	BATF
STAT6	Activation	BATF
EGR2	Inhibition	BATF
STAT3	Activation	BATF2
NR3C1	Activation	BATF2
PAX6	Unspecified	BAZ2B
ZFP143	Unspecified	BCL6B
AR	Unspecified	BBX
IRF1	Unspecified	BBX
MYC	Unspecified	BBX
NFIX	Inhibition	BBX
STAT6	Unspecified	BCL6
VDR	Unspecified	BCL6
ZXDC	Inhibition	BCL6
FOXO1	Unspecified	BCL6
NCOR2	Activation	BCL6
POU2F1	Unspecified	BCL6
THRB	Activation	BCL6
POU2F2	Activation	BCL6
BACH2	Unspecified	BCL6
STAT3	Activation	BCL6
STAT5B	Unspecified	BCL6
STAT5A	Inhibition	BCL6
FOXA1	Unspecified	BCL6
STAT1	Activation	BCL6
MXD1	Inhibition	BCL6
TBX21	Inhibition	BCL6
LITAF	Inhibition	BCL6
TWIST1	Unspecified	BCL6
ZBTB17	Activation	BCL6
MAX	Unspecified	BCL6
STAT4	Unspecified	BCL6
ZEB1	Inhibition	BCL6
ATF3	Inhibition	BCL6
STAT5A	Unspecified	BCL6
PBX1	Activation	BCL6
FOXO3	Activation	BCL6
RELB	Unspecified	BCL6
FOXO4	Activation	BCL6
CEBPB	Activation	BCL6
EGR2	Activation	BCL6
JUND	Activation	BCL6
TRP53	Activation	BCL6
BATF	Activation	BCL6
MEF2B	Activation	BCL6
IRF8	Activation	BCL6
HNF1A	Unspecified	BCL6
SPI1	Activation	BCL6
PPARD	Inhibition	BCL6
CTCF	Unspecified	BCL6
IRF4	Unspecified	BCL6
NEUROD2	Unspecified	BHLHE22
ARX	Unspecified	BHLHE22
ATOH1	Unspecified	BHLHE22
TFAP2D	Activation	BHLHE23
CEBPB	Activation	PRDM1
ETS2	Unspecified	PRDM1
STAT5A	Activation	PRDM1
STAT1	Activation	PRDM1
MAF	Unspecified	PRDM1
TRP53	Activation	PRDM1
JUND	Unspecified	PRDM1
RELB	Activation	PRDM1
STAT4	Activation	PRDM1
TCF7	Inhibition	PRDM1
JUN	Activation	PRDM1
ETS1	Inhibition	PRDM1
IRF8	Activation	PRDM1
PAX5	Inhibition	PRDM1
NFKB1	Unspecified	PRDM1
IKZF3	Activation	PRDM1
SP3	Unspecified	PRDM1
IRF4	Activation	PRDM1
FOS	Activation	PRDM1
STAT3	Activation	PRDM1
FOXP3	Activation	PRDM1
STAT5B	Activation	PRDM1
FOSL1	Unspecified	PRDM1
BACH2	Inhibition	PRDM1
IRF5	Activation	PRDM1
MAFB	Activation	PRDM1
SPI1	Unspecified	PRDM1
SP1	Activation	PRDM1
FOXP1	Inhibition	PRDM1
FOSL1	Activation	PRDM1
EGR1	Unspecified	PRDM1
FOSL2	Activation	PRDM1
MAFK	Inhibition	PRDM1
JUNB	Unspecified	PRDM1
SPIB	Inhibition	PRDM1
TBX21	Activation	PRDM1
BCL6	Inhibition	PRDM1
KLF2	Unspecified	PRDM1
KDM5A	Activation	ARNTL
PPARG	Activation	ARNTL
ID3	Inhibition	ARNTL
RORC	Activation	ARNTL
ESR1	Activation	ARNTL
PPARA	Activation	ARNTL
NR1D1	Inhibition	ARNTL
AHR	Inhibition	ARNTL
MEF2B	Activation	ARNTL
RXRA	Activation	ARNTL
SP1	Activation	ARNTL
ID1	Inhibition	ARNTL
MEF2C	Activation	ARNTL
BHLHE41	Inhibition	ARNTL
MEF2D	Activation	ARNTL
NR5A2	Activation	ARNTL
KLF10	Inhibition	ARNTL
ID2	Inhibition	ARNTL
NPAS2	Inhibition	ARNTL
ESRRA	Inhibition	ARNTL
NFYA	Activation	ARNTL
NR1D2	Inhibition	ARNTL
PROX1	Inhibition	ARNTL
TRP63	Unspecified	ARNTL
MEF2A	Activation	ARNTL
RORB	Activation	ARNTL
BHLHE40	Inhibition	ARNTL
RORA	Activation	ARNTL
E2F1	Unspecified	ARNTL2
E2F6	Unspecified	ARNTL2
E2F4	Unspecified	ARNTL2
STAT6	Unspecified	ARNTL2
SP1	Unspecified	CTCFL
CTCF	Inhibition	CTCFL
BARX2	Unspecified	CTCFL
MAX	Unspecified	CTCFL
FOXA1	Activation	POU3F4
FOXA3	Activation	POU3F4
PAX6	Activation	POU3F4
FOXA2	Activation	POU3F4
NFIB	Activation	POU3F4
SP1	Activation	BSX
REST	Inhibition	BSX
HOXA10	Inhibition	KLF9
NR3C1	Activation	KLF9
ATF3	Inhibition	KLF9
FOS	Unspecified	KLF9
ZFP281	Unspecified	KLF9
MYC	Unspecified	KLF9
RARA	Activation	KLF9
NR3C2	Activation	KLF9
LEF1	Activation	KLF9
ZFP42	Unspecified	KLF9
THRA	Activation	KLF9
FOXK2	Unspecified	KLF9
GATA4	Activation	KLF9
ZIC3	Unspecified	KLF9
ARNTL	Activation	KLF9
KLF4	Unspecified	KLF9
TCF7L2	Activation	KLF9
CLOCK	Unspecified	KLF9
POU5F1	Activation	KLF9
TCF7	Activation	KLF9
NFE2L2	Activation	KLF9
JUN	Unspecified	KLF9
REST	Inhibition	KLF9
RUNX2	Unspecified	KLF9
TCF7L1	Activation	KLF9
THRB	Activation	KLF9
NR0B1	Unspecified	KLF9
FOSL1	Activation	KLF16
TFAP2A	Unspecified	KLF16
TFAP2D	Activation	KLF16
EGR1	Unspecified	KLF16
JUNB	Activation	KLF16
JUN	Activation	KLF16
SP1	Activation	KLF16
TFAP2A	Activation	KLF16
MYC	Activation	KLF16
FOS	Activation	KLF16
ATF2	Activation	KLF16
TFAP2B	Activation	KLF16
FOSB	Activation	KLF16
TFAP2C	Activation	KLF16
JUND	Activation	KLF16
TFAP2E	Activation	KLF16
FOSL2	Activation	KLF16
RXRA	Unspecified	FOS
TFAP2C	Unspecified	FOS
ZIC1	Unspecified	FOS
NFE2L2	Activation	FOS
ATF2	Activation	FOS
JUN	Activation	FOS
RARB	Inhibition	FOS
FOXI2	Unspecified	FOS
NR3C1	Unspecified	FOS
TCF3	Unspecified	FOS
PPARA	Inhibition	FOS
ESR2	Activation	FOS
RXRG	Unspecified	FOS
PPARG	Unspecified	FOS
RXRB	Unspecified	FOS
E2F6	Unspecified	FOS
CREB5	Activation	FOS
NFIX	Activation	FOS
RXRA	Activation	FOS
HEY1	Unspecified	FOS
PBX1	Unspecified	FOS
HLF	Unspecified	FOS
CREB3	Activation	FOS
HSF1	Activation	FOS
POU5F1	Unspecified	FOS
TFCP2L1	Unspecified	FOS
MECOM	Inhibition	FOS
DMBX1	Unspecified	FOS
STAT1	Unspecified	FOS
NEUROD1	Activation	FOS
HOXB13	Unspecified	FOS
VDR	Activation	FOS
BATF	Activation	FOS
SP3	Unspecified	FOS
ATF1	Activation	FOS
AHR	Inhibition	FOS
ZBTB14	Unspecified	FOS
SP1	Activation	FOS
ATF4	Activation	FOS
ZIC3	Unspecified	FOS
HSF2	Activation	FOS
NFIB	Activation	FOS
ATF6	Activation	FOS
CDX2	Unspecified	FOS
PPARG	Activation	FOS
ETS2	Unspecified	FOS
POU1F1	Activation	FOS
CREB3L2	Activation	FOS
CREB3L3	Activation	FOS
TCF7L2	Activation	FOS
FOSL1	Inhibition	FOS
TRP53	Unspecified	FOS
ATF6B	Activation	FOS
ELK1	Activation	FOS
RARA	Inhibition	FOS
ELK3	Inhibition	FOS
SRF	Activation	FOS
MEIS1	Activation	FOS
FOXP3	Inhibition	FOS
E2F4	Unspecified	FOS
CREM	Activation	FOS
FOSB	Inhibition	FOS
RARG	Inhibition	FOS
ESR1	Activation	FOS
RELA	Activation	FOS
GTF2I	Activation	FOS
CREM	Inhibition	FOS
CEBPA	Activation	FOS
THRA	Unspecified	FOS
NFIC	Activation	FOS
STAT3	Activation	FOS
HNF1A	Activation	FOS
ZBTB16	Activation	FOS
